==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet50_fc512', color_aug=True, color_jitter=True, eval_freq=20, evaluate=False, gamma=0.1, gpu_devices='0', height=224, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=0.0003, lr_scheduler='multi_step', margin=0.3, max_epoch=60, momentum=0.9, no_pretrained=True, num_instances=4, optim='amsgrad', print_freq=10, query_remove=True, random_erase=False, resume='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet50_fc512_60_amsgrad_0.0003_color-jitter_color-aug_84_150', rmsprop_alpha=0.99, root='/mnt/fast/nobackup/users/rs01960/AdvanceCV', save_dir='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet50_fc512_60_amsgrad_0.0003_color-jitter_color-aug_84_150', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['veri'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['veri'], test_batch_size=150, test_size=800, train_batch_size=84, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=224, workers=8)
==========
Value Of GPU :  True
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: resnet50_fc512
Model size: 24.558 M
=> Start training
Epoch: [1][10/449]	Time 0.456 (1.731)	Data 0.0003 (0.1166)	Xent 6.3463 (6.3503)	Htri 1.3245 (1.6332)	Acc 0.00 (0.24)	
Epoch: [1][20/449]	Time 0.448 (1.094)	Data 0.0003 (0.0585)	Xent 6.3546 (6.3246)	Htri 0.2350 (1.3765)	Acc 0.00 (0.54)	
Epoch: [1][30/449]	Time 0.453 (0.882)	Data 0.0004 (0.0391)	Xent 6.2691 (6.3173)	Htri 1.9474 (1.3347)	Acc 0.00 (0.56)	
Epoch: [1][40/449]	Time 0.457 (0.776)	Data 0.0003 (0.0295)	Xent 6.3466 (6.3200)	Htri 0.1495 (1.1079)	Acc 0.00 (0.57)	
Epoch: [1][50/449]	Time 0.450 (0.712)	Data 0.0005 (0.0237)	Xent 6.3204 (6.3223)	Htri 0.1518 (0.9987)	Acc 0.00 (0.55)	
Epoch: [1][60/449]	Time 0.468 (0.670)	Data 0.0004 (0.0198)	Xent 6.3285 (6.3220)	Htri 0.1485 (1.0200)	Acc 1.19 (0.52)	
Epoch: [1][70/449]	Time 0.469 (0.641)	Data 0.0002 (0.0170)	Xent 6.2694 (6.3170)	Htri 0.2692 (0.9604)	Acc 1.19 (0.66)	
Epoch: [1][80/449]	Time 0.459 (0.618)	Data 0.0002 (0.0149)	Xent 6.2467 (6.3061)	Htri 0.2766 (0.9010)	Acc 1.19 (0.70)	
Epoch: [1][90/449]	Time 0.470 (0.602)	Data 0.0003 (0.0133)	Xent 6.4120 (6.2999)	Htri 0.6608 (0.8538)	Acc 0.00 (0.67)	
Epoch: [1][100/449]	Time 0.457 (0.588)	Data 0.0003 (0.0120)	Xent 6.1661 (6.2937)	Htri 0.0652 (0.8105)	Acc 1.19 (0.67)	
Epoch: [1][110/449]	Time 0.494 (0.577)	Data 0.0003 (0.0109)	Xent 6.2068 (6.2884)	Htri 0.2352 (0.7882)	Acc 0.00 (0.67)	
Epoch: [1][120/449]	Time 0.452 (0.567)	Data 0.0003 (0.0101)	Xent 6.2466 (6.2829)	Htri 0.2286 (0.7477)	Acc 2.38 (0.65)	
Epoch: [1][130/449]	Time 0.475 (0.559)	Data 0.0003 (0.0093)	Xent 6.2875 (6.2783)	Htri 0.0970 (0.7085)	Acc 0.00 (0.64)	
Epoch: [1][140/449]	Time 0.482 (0.553)	Data 0.0004 (0.0087)	Xent 6.2525 (6.2739)	Htri 0.2077 (0.6793)	Acc 1.19 (0.64)	
Epoch: [1][150/449]	Time 0.473 (0.547)	Data 0.0005 (0.0081)	Xent 6.2118 (6.2708)	Htri 0.2063 (0.6501)	Acc 1.19 (0.65)	
Epoch: [1][160/449]	Time 0.449 (0.541)	Data 0.0002 (0.0076)	Xent 6.2317 (6.2674)	Htri 0.2375 (0.6183)	Acc 0.00 (0.65)	
Epoch: [1][170/449]	Time 0.467 (0.536)	Data 0.0002 (0.0072)	Xent 6.0627 (6.2635)	Htri 0.2569 (0.5939)	Acc 1.19 (0.64)	
Epoch: [1][180/449]	Time 0.478 (0.532)	Data 0.0002 (0.0068)	Xent 6.1802 (6.2594)	Htri 0.6516 (0.5803)	Acc 2.38 (0.69)	
Epoch: [1][190/449]	Time 0.463 (0.529)	Data 0.0003 (0.0065)	Xent 6.1622 (6.2556)	Htri 0.1152 (0.5571)	Acc 3.57 (0.74)	
Epoch: [1][200/449]	Time 0.459 (0.527)	Data 0.0003 (0.0062)	Xent 6.2329 (6.2526)	Htri 0.1050 (0.5430)	Acc 1.19 (0.76)	
Epoch: [1][210/449]	Time 0.455 (0.524)	Data 0.0004 (0.0059)	Xent 6.1990 (6.2491)	Htri 0.0602 (0.5253)	Acc 1.19 (0.77)	
Epoch: [1][220/449]	Time 0.469 (0.521)	Data 0.0003 (0.0057)	Xent 6.1198 (6.2463)	Htri 0.2703 (0.5089)	Acc 0.00 (0.77)	
Epoch: [1][230/449]	Time 0.459 (0.518)	Data 0.0009 (0.0054)	Xent 6.3006 (6.2452)	Htri 0.1099 (0.4926)	Acc 1.19 (0.77)	
Epoch: [1][240/449]	Time 0.463 (0.516)	Data 0.0003 (0.0052)	Xent 6.2411 (6.2433)	Htri 0.0733 (0.4793)	Acc 1.19 (0.77)	
Epoch: [1][250/449]	Time 0.457 (0.514)	Data 0.0003 (0.0050)	Xent 6.2682 (6.2421)	Htri 0.0659 (0.4683)	Acc 0.00 (0.75)	
Epoch: [1][260/449]	Time 0.457 (0.512)	Data 0.0002 (0.0048)	Xent 6.2115 (6.2407)	Htri 0.0442 (0.4555)	Acc 0.00 (0.78)	
Epoch: [1][270/449]	Time 0.463 (0.510)	Data 0.0003 (0.0047)	Xent 6.2115 (6.2398)	Htri 0.1034 (0.4430)	Acc 1.19 (0.78)	
Epoch: [1][280/449]	Time 0.456 (0.508)	Data 0.0003 (0.0045)	Xent 6.2216 (6.2376)	Htri 0.2223 (0.4338)	Acc 0.00 (0.79)	
Epoch: [1][290/449]	Time 0.451 (0.506)	Data 0.0003 (0.0044)	Xent 6.1683 (6.2356)	Htri 0.1043 (0.4246)	Acc 2.38 (0.81)	
Epoch: [1][300/449]	Time 0.464 (0.505)	Data 0.0003 (0.0042)	Xent 6.1924 (6.2337)	Htri 0.0988 (0.4144)	Acc 1.19 (0.81)	
Epoch: [1][310/449]	Time 0.481 (0.504)	Data 0.0003 (0.0041)	Xent 6.2369 (6.2313)	Htri 0.4128 (0.4069)	Acc 0.00 (0.83)	
