==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet18', color_aug=False, color_jitter=False, eval_freq=5, evaluate=False, gamma=0.1, gpu_devices='0', height=224, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=6e-05, lr_scheduler='multi_step', margin=0.3, max_epoch=60, momentum=0.9, no_pretrained=True, num_instances=4, optim='sgd', print_freq=10, query_remove=True, random_erase=False, resume='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet18_60_sgd_0.00006', rmsprop_alpha=0.99, root='/mnt/fast/nobackup/users/rs01960/AdvanceCV', save_dir='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet18_60_sgd_0.00006', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['veri'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['veri'], test_batch_size=100, test_size=800, train_batch_size=64, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=224, workers=8)
==========
Value Of GPU :  True
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: resnet18
Model size: 11.177 M
=> Start training
Epoch: [1][10/590]	Time 0.078 (0.863)	Data 0.0002 (0.0895)	Xent 6.4090 (6.3725)	Htri 0.2255 (0.2719)	Acc 0.00 (0.31)	
Epoch: [1][20/590]	Time 0.078 (0.471)	Data 0.0003 (0.0449)	Xent 6.3620 (6.3689)	Htri 0.1962 (0.2711)	Acc 0.00 (0.16)	
Epoch: [1][30/590]	Time 0.079 (0.341)	Data 0.0004 (0.0301)	Xent 6.3850 (6.3677)	Htri 0.2470 (0.3017)	Acc 0.00 (0.21)	
Epoch: [1][40/590]	Time 0.081 (0.276)	Data 0.0002 (0.0226)	Xent 6.3502 (6.3674)	Htri 0.1245 (0.3114)	Acc 0.00 (0.16)	
Epoch: [1][50/590]	Time 0.079 (0.237)	Data 0.0004 (0.0182)	Xent 6.3693 (6.3668)	Htri 0.1620 (0.3051)	Acc 0.00 (0.19)	
Epoch: [1][60/590]	Time 0.080 (0.210)	Data 0.0004 (0.0152)	Xent 6.3217 (6.3648)	Htri 0.3681 (0.3055)	Acc 0.00 (0.16)	
Epoch: [1][70/590]	Time 0.077 (0.192)	Data 0.0004 (0.0131)	Xent 6.4045 (6.3647)	Htri 0.1679 (0.2996)	Acc 0.00 (0.13)	
Epoch: [1][80/590]	Time 0.080 (0.178)	Data 0.0005 (0.0115)	Xent 6.3604 (6.3637)	Htri 0.3163 (0.2935)	Acc 0.00 (0.12)	
Epoch: [1][90/590]	Time 0.078 (0.167)	Data 0.0005 (0.0103)	Xent 6.3454 (6.3630)	Htri 0.1633 (0.2895)	Acc 0.00 (0.10)	
Epoch: [1][100/590]	Time 0.077 (0.158)	Data 0.0003 (0.0093)	Xent 6.3054 (6.3626)	Htri 0.2006 (0.2787)	Acc 0.00 (0.14)	
Epoch: [1][110/590]	Time 0.081 (0.151)	Data 0.0003 (0.0085)	Xent 6.3723 (6.3623)	Htri 0.1212 (0.2669)	Acc 0.00 (0.13)	
Epoch: [1][120/590]	Time 0.076 (0.146)	Data 0.0004 (0.0078)	Xent 6.3456 (6.3624)	Htri 0.1457 (0.2570)	Acc 0.00 (0.12)	
