==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet34_fc512', color_aug=False, color_jitter=False, eval_freq=5, evaluate=False, gamma=0.1, gpu_devices='0', height=224, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=6e-05, lr_scheduler='multi_step', margin=0.3, max_epoch=30, momentum=0.9, no_pretrained=True, num_instances=4, optim='sgd', print_freq=10, query_remove=True, random_erase=False, resume='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet34_fc512_30_sgd_0.00006', rmsprop_alpha=0.99, root='/mnt/fast/nobackup/users/rs01960/AdvanceCV', save_dir='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet34_fc512_30_sgd_0.00006', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['veri'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['veri'], test_batch_size=100, test_size=800, train_batch_size=64, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=224, workers=8)
==========
Value Of GPU :  True
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: resnet34_fc512
Model size: 21.548 M
=> Start training
Epoch: [1][10/590]	Time 0.107 (1.930)	Data 0.0002 (0.1125)	Xent 6.3332 (6.3682)	Htri 0.8595 (0.4174)	Acc 0.00 (0.16)	
Epoch: [1][20/590]	Time 0.109 (1.019)	Data 0.0002 (0.0563)	Xent 6.3588 (6.3694)	Htri 0.9408 (0.6804)	Acc 0.00 (0.16)	
Epoch: [1][30/590]	Time 0.107 (0.715)	Data 0.0002 (0.0376)	Xent 6.3320 (6.3661)	Htri 0.3709 (0.6440)	Acc 0.00 (0.21)	
Epoch: [1][40/590]	Time 0.104 (0.563)	Data 0.0002 (0.0283)	Xent 6.4001 (6.3673)	Htri 1.8649 (0.6667)	Acc 0.00 (0.16)	
Epoch: [1][50/590]	Time 0.105 (0.471)	Data 0.0001 (0.0227)	Xent 6.3884 (6.3691)	Htri 0.2629 (0.6346)	Acc 0.00 (0.12)	
Epoch: [1][60/590]	Time 0.112 (0.410)	Data 0.0008 (0.0189)	Xent 6.3720 (6.3684)	Htri 0.5310 (0.6329)	Acc 0.00 (0.13)	
Epoch: [1][70/590]	Time 0.105 (0.368)	Data 0.0003 (0.0163)	Xent 6.3706 (6.3671)	Htri 0.4179 (0.6166)	Acc 0.00 (0.11)	
Epoch: [1][80/590]	Time 0.112 (0.335)	Data 0.0003 (0.0143)	Xent 6.3409 (6.3664)	Htri 0.6168 (0.6056)	Acc 0.00 (0.10)	
Epoch: [1][90/590]	Time 0.106 (0.310)	Data 0.0002 (0.0127)	Xent 6.3471 (6.3659)	Htri 0.0676 (0.5919)	Acc 0.00 (0.09)	
Epoch: [1][100/590]	Time 0.107 (0.289)	Data 0.0001 (0.0115)	Xent 6.3689 (6.3658)	Htri 0.0955 (0.5665)	Acc 0.00 (0.09)	
Epoch: [1][110/590]	Time 0.110 (0.273)	Data 0.0002 (0.0105)	Xent 6.3345 (6.3645)	Htri 0.6536 (0.5500)	Acc 0.00 (0.13)	
Epoch: [1][120/590]	Time 0.112 (0.259)	Data 0.0003 (0.0096)	Xent 6.3752 (6.3644)	Htri 0.0854 (0.5368)	Acc 1.56 (0.13)	
Epoch: [1][130/590]	Time 0.107 (0.247)	Data 0.0002 (0.0089)	Xent 6.3320 (6.3626)	Htri 0.2813 (0.5345)	Acc 0.00 (0.14)	
Epoch: [1][140/590]	Time 0.106 (0.237)	Data 0.0002 (0.0083)	Xent 6.2994 (6.3608)	Htri 0.1242 (0.5175)	Acc 1.56 (0.22)	
Epoch: [1][150/590]	Time 0.106 (0.229)	Data 0.0002 (0.0077)	Xent 6.3415 (6.3600)	Htri 0.2882 (0.5078)	Acc 0.00 (0.24)	
Epoch: [1][160/590]	Time 0.107 (0.221)	Data 0.0002 (0.0073)	Xent 6.3400 (6.3590)	Htri 0.5041 (0.5098)	Acc 0.00 (0.26)	
