==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet18_fc512', color_aug=False, color_jitter=False, eval_freq=5, evaluate=False, gamma=0.1, gpu_devices='0', height=224, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=0.0003, lr_scheduler='multi_step', margin=0.3, max_epoch=60, momentum=0.9, no_pretrained=True, num_instances=4, optim='amsgrad', print_freq=10, query_remove=True, random_erase=False, resume='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet18_fc512_60_amsgrad_0.0003', rmsprop_alpha=0.99, root='/mnt/fast/nobackup/users/rs01960/AdvanceCV', save_dir='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet18_fc512_60_amsgrad_0.0003', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['veri'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['veri'], test_batch_size=100, test_size=800, train_batch_size=64, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=224, workers=8)
==========
Value Of GPU :  True
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: resnet18_fc512
Model size: 11.440 M
=> Start training
Epoch: [1][10/590]	Time 0.092 (0.902)	Data 0.0004 (0.0865)	Xent 6.3095 (6.3334)	Htri 0.3566 (0.7559)	Acc 1.56 (0.94)	
Epoch: [1][20/590]	Time 0.092 (0.496)	Data 0.0004 (0.0434)	Xent 6.2274 (6.2879)	Htri 0.4888 (0.6703)	Acc 1.56 (1.41)	
Epoch: [1][30/590]	Time 0.093 (0.361)	Data 0.0004 (0.0291)	Xent 6.1715 (6.2472)	Htri 0.2965 (0.7740)	Acc 1.56 (1.41)	
Epoch: [1][40/590]	Time 0.090 (0.294)	Data 0.0004 (0.0219)	Xent 6.0839 (6.2130)	Htri 0.2316 (0.7829)	Acc 1.56 (1.48)	
Epoch: [1][50/590]	Time 0.094 (0.254)	Data 0.0004 (0.0176)	Xent 6.1670 (6.1958)	Htri 0.2566 (0.7278)	Acc 1.56 (1.41)	
Epoch: [1][60/590]	Time 0.089 (0.226)	Data 0.0006 (0.0147)	Xent 6.0062 (6.1666)	Htri 0.0782 (0.7283)	Acc 1.56 (1.67)	
Epoch: [1][70/590]	Time 0.088 (0.207)	Data 0.0001 (0.0127)	Xent 5.8283 (6.1386)	Htri 0.2312 (0.6879)	Acc 3.12 (1.56)	
Epoch: [1][80/590]	Time 0.093 (0.192)	Data 0.0005 (0.0111)	Xent 5.9684 (6.1139)	Htri 0.1622 (0.6293)	Acc 1.56 (1.48)	
Epoch: [1][90/590]	Time 0.089 (0.181)	Data 0.0001 (0.0099)	Xent 5.9319 (6.1021)	Htri 0.2578 (0.5774)	Acc 3.12 (1.46)	
Epoch: [1][100/590]	Time 0.089 (0.171)	Data 0.0003 (0.0090)	Xent 5.9319 (6.0876)	Htri 0.0801 (0.5463)	Acc 1.56 (1.50)	
Epoch: [1][110/590]	Time 0.090 (0.164)	Data 0.0003 (0.0082)	Xent 5.9738 (6.0827)	Htri 0.4706 (0.5434)	Acc 1.56 (1.51)	
Epoch: [1][120/590]	Time 0.091 (0.158)	Data 0.0004 (0.0075)	Xent 5.5615 (6.0643)	Htri 0.1489 (0.5166)	Acc 1.56 (1.52)	
Epoch: [1][130/590]	Time 0.091 (0.152)	Data 0.0004 (0.0070)	Xent 5.6656 (6.0510)	Htri 1.3834 (0.5127)	Acc 1.56 (1.50)	
Epoch: [1][140/590]	Time 0.088 (0.148)	Data 0.0002 (0.0065)	Xent 5.6980 (6.0357)	Htri 0.0785 (0.5058)	Acc 1.56 (1.51)	
Epoch: [1][150/590]	Time 0.090 (0.144)	Data 0.0004 (0.0061)	Xent 5.8051 (6.0262)	Htri 0.0558 (0.4972)	Acc 4.69 (1.54)	
Epoch: [1][160/590]	Time 0.089 (0.141)	Data 0.0002 (0.0057)	Xent 5.7720 (6.0142)	Htri 0.3937 (0.4884)	Acc 3.12 (1.61)	
Epoch: [1][170/590]	Time 0.090 (0.138)	Data 0.0004 (0.0054)	Xent 5.8018 (6.0000)	Htri 0.0806 (0.4735)	Acc 0.00 (1.65)	
Epoch: [1][180/590]	Time 0.088 (0.135)	Data 0.0003 (0.0051)	Xent 5.6026 (5.9850)	Htri 0.6897 (0.4731)	Acc 4.69 (1.72)	
Epoch: [1][190/590]	Time 0.090 (0.132)	Data 0.0004 (0.0049)	Xent 5.8995 (5.9757)	Htri 0.0258 (0.4707)	Acc 3.12 (1.78)	
Epoch: [1][200/590]	Time 0.087 (0.130)	Data 0.0004 (0.0046)	Xent 5.7122 (5.9627)	Htri 0.1008 (0.4635)	Acc 1.56 (1.83)	
Epoch: [1][210/590]	Time 0.089 (0.128)	Data 0.0004 (0.0044)	Xent 5.5427 (5.9510)	Htri 0.3511 (0.4584)	Acc 6.25 (1.85)	
Epoch: [1][220/590]	Time 0.089 (0.126)	Data 0.0004 (0.0043)	Xent 5.6856 (5.9400)	Htri 0.1107 (0.4512)	Acc 3.12 (1.86)	
Epoch: [1][230/590]	Time 0.088 (0.125)	Data 0.0003 (0.0041)	Xent 5.9452 (5.9262)	Htri 0.3689 (0.4476)	Acc 0.00 (1.96)	
Epoch: [1][240/590]	Time 0.092 (0.123)	Data 0.0005 (0.0039)	Xent 5.4519 (5.9159)	Htri 0.3590 (0.4449)	Acc 9.38 (2.04)	
Epoch: [1][250/590]	Time 0.093 (0.122)	Data 0.0005 (0.0038)	Xent 5.4739 (5.9048)	Htri 0.7474 (0.4401)	Acc 1.56 (2.02)	
Epoch: [1][260/590]	Time 0.089 (0.121)	Data 0.0004 (0.0037)	Xent 5.7885 (5.8912)	Htri 0.5642 (0.4356)	Acc 7.81 (2.12)	
Epoch: [1][270/590]	Time 0.086 (0.120)	Data 0.0001 (0.0035)	Xent 5.4344 (5.8790)	Htri 0.0627 (0.4291)	Acc 7.81 (2.19)	
Epoch: [1][280/590]	Time 0.087 (0.119)	Data 0.0003 (0.0034)	Xent 5.4316 (5.8644)	Htri 0.1505 (0.4243)	Acc 3.12 (2.21)	
Epoch: [1][290/590]	Time 0.088 (0.117)	Data 0.0003 (0.0033)	Xent 5.4925 (5.8519)	Htri 0.1638 (0.4223)	Acc 4.69 (2.22)	
Epoch: [1][300/590]	Time 0.090 (0.117)	Data 0.0001 (0.0032)	Xent 5.4573 (5.8413)	Htri 1.4289 (0.4232)	Acc 1.56 (2.25)	
Epoch: [1][310/590]	Time 0.089 (0.116)	Data 0.0005 (0.0031)	Xent 5.5907 (5.8299)	Htri 0.1541 (0.4224)	Acc 0.00 (2.27)	
Epoch: [1][320/590]	Time 0.091 (0.115)	Data 0.0004 (0.0030)	Xent 5.2752 (5.8182)	Htri 0.4575 (0.4187)	Acc 4.69 (2.28)	
Epoch: [1][330/590]	Time 0.089 (0.114)	Data 0.0003 (0.0029)	Xent 5.2384 (5.8052)	Htri 0.1590 (0.4201)	Acc 3.12 (2.31)	
Epoch: [1][340/590]	Time 0.088 (0.113)	Data 0.0005 (0.0029)	Xent 5.3533 (5.7933)	Htri 0.4854 (0.4163)	Acc 1.56 (2.35)	
