==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet18_fc512', color_aug=False, color_jitter=False, eval_freq=20, evaluate=False, gamma=0.1, gpu_devices='0', height=224, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=0.0003, lr_scheduler='multi_step', margin=0.3, max_epoch=60, momentum=0.9, no_pretrained=True, num_instances=4, optim='adam', print_freq=10, query_remove=True, random_erase=False, resume='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet18_fc512_60_adam_0.0003', rmsprop_alpha=0.99, root='/mnt/fast/nobackup/users/rs01960/AdvanceCV', save_dir='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet18_fc512_60_adam_0.0003', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['veri'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['veri'], test_batch_size=100, test_size=800, train_batch_size=64, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=224, workers=8)
==========
Value Of GPU :  True
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: resnet18_fc512
Model size: 11.440 M
=> Start training
Epoch: [1][10/590]	Time 0.170 (0.693)	Data 0.0008 (0.1146)	Xent 6.3092 (6.3337)	Htri 0.3896 (0.7590)	Acc 1.56 (1.09)	
Epoch: [1][20/590]	Time 0.195 (0.419)	Data 0.0014 (0.0576)	Xent 6.2331 (6.2878)	Htri 0.4646 (0.6496)	Acc 0.00 (1.25)	
Epoch: [1][30/590]	Time 0.159 (0.338)	Data 0.0006 (0.0387)	Xent 6.1917 (6.2463)	Htri 0.3557 (0.7524)	Acc 1.56 (1.35)	
Epoch: [1][40/590]	Time 0.112 (0.307)	Data 0.0005 (0.0292)	Xent 6.0863 (6.2117)	Htri 0.1960 (0.7950)	Acc 0.00 (1.29)	
Epoch: [1][50/590]	Time 0.102 (0.272)	Data 0.0004 (0.0235)	Xent 6.0905 (6.1914)	Htri 0.5113 (0.7435)	Acc 1.56 (1.31)	
Epoch: [1][60/590]	Time 0.107 (0.247)	Data 0.0004 (0.0197)	Xent 5.9784 (6.1567)	Htri 0.2267 (0.7397)	Acc 0.00 (1.61)	
Epoch: [1][70/590]	Time 0.120 (0.232)	Data 0.0032 (0.0170)	Xent 5.7254 (6.1207)	Htri 0.2467 (0.7077)	Acc 0.00 (1.65)	
Epoch: [1][80/590]	Time 0.120 (0.218)	Data 0.0006 (0.0149)	Xent 5.8756 (6.0903)	Htri 0.2110 (0.6518)	Acc 4.69 (1.74)	
Epoch: [1][90/590]	Time 0.144 (0.213)	Data 0.0005 (0.0134)	Xent 5.8331 (6.0745)	Htri 0.4824 (0.6104)	Acc 3.12 (1.68)	
Epoch: [1][100/590]	Time 0.132 (0.206)	Data 0.0007 (0.0121)	Xent 5.8608 (6.0512)	Htri 0.0839 (0.5820)	Acc 3.12 (1.75)	
Epoch: [1][110/590]	Time 0.116 (0.198)	Data 0.0004 (0.0111)	Xent 5.8752 (6.0377)	Htri 0.4579 (0.5713)	Acc 1.56 (1.72)	
Epoch: [1][120/590]	Time 0.110 (0.192)	Data 0.0002 (0.0102)	Xent 5.4004 (6.0140)	Htri 0.4966 (0.5541)	Acc 3.12 (1.76)	
