==========
Args:Namespace(adam_beta1=0.9, adam_beta2=0.999, arch='resnet34_fc512', color_aug=False, color_jitter=False, eval_freq=20, evaluate=False, gamma=0.1, gpu_devices='0', height=224, label_smooth=False, lambda_htri=1, lambda_xent=1, load_weights='', lr=0.0003, lr_scheduler='multi_step', margin=0.3, max_epoch=60, momentum=0.9, no_pretrained=True, num_instances=4, optim='adam', print_freq=10, query_remove=True, random_erase=False, resume='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet34_fc512_60_adam_0.0003', rmsprop_alpha=0.99, root='/mnt/fast/nobackup/users/rs01960/AdvanceCV', save_dir='/mnt/fast/nobackup/users/rs01960/AdvanceCV/VehicleReID/Logs/resnet34_fc512_60_adam_0.0003', seed=1, sgd_dampening=0, sgd_nesterov=False, source_names=['veri'], split_id=0, start_epoch=0, start_eval=0, stepsize=[20, 40], target_names=['veri'], test_batch_size=100, test_size=800, train_batch_size=64, train_sampler='RandomSampler', use_avai_gpus=False, use_cpu=False, visualize_ranks=False, weight_decay=0.0005, width=224, workers=8)
==========
Value Of GPU :  True
Currently using GPU 0
Initializing image data manager
=> Initializing TRAIN (source) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------
=> Initializing TEST (target) datasets
=> VeRi loaded
Image Dataset statistics:
  ----------------------------------------
  subset   | # ids | # images | # cameras
  ----------------------------------------
  train    |   576 |    37778 |        20
  query    |   200 |     1678 |        19
  gallery  |   200 |    11579 |        19
  ----------------------------------------


  **************** Summary ****************
  train names      : ['veri']
  # train datasets : 1
  # train ids      : 576
  # train images   : 37778
  # train cameras  : 20
  test names       : ['veri']
  *****************************************


Initializing model: resnet34_fc512
Model size: 21.548 M
=> Start training
Epoch: [1][10/590]	Time 0.211 (2.142)	Data 0.0008 (0.1627)	Xent 6.2443 (6.3189)	Htri 0.6649 (0.5332)	Acc 0.00 (0.00)	
Epoch: [1][20/590]	Time 0.203 (1.179)	Data 0.0003 (0.0819)	Xent 6.1540 (6.2923)	Htri 0.0904 (0.5666)	Acc 0.00 (0.16)	
Epoch: [1][30/590]	Time 0.222 (0.857)	Data 0.0005 (0.0548)	Xent 6.2559 (6.2581)	Htri 0.3554 (0.6622)	Acc 0.00 (0.62)	
Epoch: [1][40/590]	Time 0.234 (0.699)	Data 0.0004 (0.0412)	Xent 6.0665 (6.2371)	Htri 2.6251 (0.7349)	Acc 3.12 (0.78)	
Epoch: [1][50/590]	Time 0.263 (0.606)	Data 0.0018 (0.0331)	Xent 6.0565 (6.2159)	Htri 0.0530 (0.7281)	Acc 3.12 (0.88)	
Epoch: [1][60/590]	Time 0.226 (0.542)	Data 0.0046 (0.0278)	Xent 6.2169 (6.1864)	Htri 0.2568 (0.7684)	Acc 0.00 (0.91)	
Epoch: [1][70/590]	Time 0.216 (0.497)	Data 0.0004 (0.0239)	Xent 6.1545 (6.1678)	Htri 0.3922 (0.7432)	Acc 1.56 (1.03)	
Epoch: [1][80/590]	Time 0.216 (0.462)	Data 0.0007 (0.0210)	Xent 6.0640 (6.1522)	Htri 0.3033 (0.7092)	Acc 1.56 (1.19)	
Epoch: [1][90/590]	Time 0.246 (0.435)	Data 0.0003 (0.0187)	Xent 5.9985 (6.1379)	Htri 0.0553 (0.6945)	Acc 1.56 (1.20)	
Epoch: [1][100/590]	Time 0.215 (0.415)	Data 0.0004 (0.0169)	Xent 6.1068 (6.1288)	Htri 0.3663 (0.6581)	Acc 0.00 (1.14)	
Epoch: [1][110/590]	Time 0.258 (0.400)	Data 0.0007 (0.0154)	Xent 5.9949 (6.1214)	Htri 0.5413 (0.6334)	Acc 1.56 (1.16)	
Epoch: [1][120/590]	Time 0.223 (0.386)	Data 0.0012 (0.0142)	Xent 5.9134 (6.1086)	Htri 0.1850 (0.6106)	Acc 3.12 (1.26)	
Epoch: [1][130/590]	Time 0.226 (0.374)	Data 0.0006 (0.0132)	Xent 5.8966 (6.0929)	Htri 0.1532 (0.5975)	Acc 0.00 (1.25)	
Epoch: [1][140/590]	Time 0.224 (0.363)	Data 0.0007 (0.0123)	Xent 5.8665 (6.0782)	Htri 0.0487 (0.5697)	Acc 3.12 (1.31)	
Epoch: [1][150/590]	Time 0.240 (0.354)	Data 0.0008 (0.0115)	Xent 5.9967 (6.0675)	Htri 0.4991 (0.5685)	Acc 0.00 (1.36)	
Epoch: [1][160/590]	Time 0.253 (0.347)	Data 0.0005 (0.0108)	Xent 5.8859 (6.0530)	Htri 0.5351 (0.5634)	Acc 1.56 (1.35)	
Epoch: [1][170/590]	Time 0.200 (0.341)	Data 0.0004 (0.0102)	Xent 6.0057 (6.0470)	Htri 0.1841 (0.5538)	Acc 3.12 (1.39)	
Epoch: [1][180/590]	Time 0.226 (0.335)	Data 0.0005 (0.0097)	Xent 5.8533 (6.0387)	Htri 0.2249 (0.5371)	Acc 3.12 (1.39)	
Epoch: [1][190/590]	Time 0.247 (0.330)	Data 0.0005 (0.0092)	Xent 5.9568 (6.0321)	Htri 0.0317 (0.5296)	Acc 0.00 (1.39)	
Epoch: [1][200/590]	Time 0.233 (0.325)	Data 0.0006 (0.0088)	Xent 5.8481 (6.0215)	Htri 0.3041 (0.5253)	Acc 1.56 (1.46)	
Epoch: [1][210/590]	Time 0.264 (0.320)	Data 0.0004 (0.0084)	Xent 5.7511 (6.0097)	Htri 0.4469 (0.5250)	Acc 1.56 (1.50)	
Epoch: [1][220/590]	Time 0.228 (0.317)	Data 0.0004 (0.0080)	Xent 5.5950 (5.9950)	Htri 0.3074 (0.5147)	Acc 4.69 (1.53)	
Epoch: [1][230/590]	Time 0.207 (0.313)	Data 0.0004 (0.0077)	Xent 5.7004 (5.9846)	Htri 0.3373 (0.5095)	Acc 3.12 (1.56)	
Epoch: [1][240/590]	Time 0.247 (0.309)	Data 0.0005 (0.0074)	Xent 5.8443 (5.9737)	Htri 0.6171 (0.5168)	Acc 1.56 (1.57)	
Epoch: [1][250/590]	Time 0.250 (0.307)	Data 0.0006 (0.0072)	Xent 5.9394 (5.9709)	Htri 0.2624 (0.5076)	Acc 4.69 (1.59)	
Epoch: [1][260/590]	Time 0.220 (0.304)	Data 0.0007 (0.0069)	Xent 5.8271 (5.9663)	Htri 0.1632 (0.4989)	Acc 0.00 (1.59)	
Epoch: [1][270/590]	Time 0.250 (0.302)	Data 0.0009 (0.0067)	Xent 5.5757 (5.9564)	Htri 0.4887 (0.4979)	Acc 0.00 (1.61)	
